"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
MHI,"LA-Y1, Tanegashima Space Center, Japan","12/18/06","6:32:00",H-IIA 204,Kiku 8,Active,"",Success,LA-Y1, Tanegashima Space Center, Japan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","12/19/06","14:00:00",Cosmos-3M (11K65M),SAR-Lupe 1,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","1/10/07","3:54:00",PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,"25.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","1/30/07","23:21:00",Zenit-3 SL,NSS-8,Retired,"",Failure,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
CASC,"LC-2, Xichang Satellite Launch Center, China","2/2/07","16:28:00",Long March 3A,Beidou-1D,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","2/17/07","23:01:00",Delta II 7925-10C,THEMIS,Retired,"",Success, Cape Canaveral AFS, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/24/07","4:41:00",H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","3/9/07","3:10:00",Atlas V 401,"STP-1, FalconSat-3",Active,"109.00",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","3/11/07","22:03:00",Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","3/21/07","1:10:00",Falcon 1,DemoSat,Retired,"7.00",Failure, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China","4/11/07","3:27:00",Long March 2C,Haiyang-1B,Active,"30.80",Success,LC-7, Taiyuan Satellite Launch Center, China
CASC,"LC-2, Xichang Satellite Launch Center, China","4/13/07","20:11:00",Long March 3A,Compass-M1,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","4/17/07","6:46:00",Dnepr,EgyptSat 1 & Others,Retired,"29.00",Success,Site 109/95, Baikonur Cosmodrome, Kazakhstan
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","4/23/07","10:00:00",PSLV-CA,AGILE & AAM,Active,"21.00",Success,Second Launch Pad, Satish Dhawan Space Centre, India
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","4/24/07","6:48:00",Minotaur I,NFIRE,Active,"40.00",Success, Wallops Flight Facility, Virginia, USA
Northrop,"Stargazer, Vandenberg AFB, California, USA","4/25/07","20:26:00",Pegasus XL,AIM,Active,"40.00",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","5/4/07","22:29:00",Ariane 5 ECA,Astra 1L & Galaxy 17,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-2, Xichang Satellite Launch Center, China","5/13/07","16:01:00",Long March 3B/E,NIGCOMSAT-1,Active,"29.15",Success,LC-2, Xichang Satellite Launch Center, China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","5/25/07","7:12:00",Long March 2D,Yaogan 2 & ZDPS-1,Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
CASC,"LC-2, Xichang Satellite Launch Center, China","5/31/07","16:08:00",Long March 3A,SinoSat 3,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
ULA,"SLC-2W, Vandenberg AFB, California, USA","6/8/07","2:34:00",Delta II 7420-10C,COSMO-SkyMed,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","6/8/07","23:38:00",Space Shuttle Atlantis,STS-117,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
IAI,"Pad 1, Palmachim Airbase, Israel","6/10/07","",Shavit-2,Ofek-7,Active,"",Success,Pad 1, Palmachim Airbase, Israel
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","6/15/07","2:14:00",Dnepr,TerraSAR-X,Retired,"29.00",Success,Site 109/95, Baikonur Cosmodrome, Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","6/15/07","15:11:00",Atlas V 401,NROL-30 & NOSS-3,Active,"109.00",Partial Failure, Cape Canaveral AFS, Florida, USA
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","6/28/07","15:02:00",Dnepr,Genesis 2,Retired,"29.00",Success,Site 370/13, Yasny Cosmodrome, Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","6/29/07","10:00:00",Zenit-2,Cosmos 2428,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","7/2/07","19:38:00",Cosmos-3M (11K65M),SAR-Lupe 2,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
CASC,"LC-2, Xichang Satellite Launch Center, China","7/5/07","20:08:00",Long March 3B,Chinasat-6B,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","8/4/07","9:26:00",Delta II 7925,Phoenix,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","8/8/07","22:36:00",Space Shuttle Endeavour,STS-118,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","8/14/07","23:44:00",Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","9/2/07","12:51:00",GSLV Mk I,INSAT-4CR,Retired,"47.00",Partial Failure,Second Launch Pad, Satish Dhawan Space Centre, India
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/11/07","13:05:00",Cosmos-3M (11K65M),Cosmos 2429,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan","9/14/07","1:31:00",H-IIA 2022,SELENE,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
ULA,"SLC-2W, Vandenberg AFB, California, USA","9/18/07","18:35:00",Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,"",Success, Vandenberg AFB, California, USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China","9/19/07","3:26:00",Long March 4B,CBERS-2B,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","9/27/07","11:34:00",Delta II 7925H,Dawn,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","10/5/07","22:02:00",Ariane 5 GS,Intelsat 11 & Optus D2,Retired,"",Success, Guiana Space Centre, French Guiana, France
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","10/11/07","0:22:00",Atlas V 421,WSG-1,Active,"123.00",Success, Cape Canaveral AFS, Florida, USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","10/17/07","12:23:00",Delta II 7925,GPS IIRM-4,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","10/23/07","3:38:00",Space Shuttle Discovery,STS-120,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","10/23/07","4:39:00",Molniya-M /Block 2BL,Cosmos 2430,Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
CASC,"LC-3, Xichang Satellite Launch Center, China","10/24/07","10:05:00",Long March 3B,Chang'e 1,Retired,"",Success,LC-3, Xichang Satellite Launch Center, China
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","11/1/07","0:51:00",Cosmos-3M (11K65M),SAR-Lupe 3,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","11/11/07","1:50:00",Delta IV Heavy,DSP-23,Active,"350.00",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China","11/11/07","22:48:00",Long March 4C,Yaogan 3,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","11/14/07","22:03:00",Ariane 5 ECA,Skynet 5B & Star One C1,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
ULA,"SLC-2W, Vandenberg AFB, California, USA","12/9/07","2:31:00",Delta II 7420-10C,COSMO-2,Retired,"",Success, Vandenberg AFB, California, USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","12/10/07","22:05:00",Atlas V 401,NROL-24,Active,"109.00",Success, Cape Canaveral AFS, Florida, USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","12/20/07","20:04:00",Delta II 7925,GPS IIRM-5,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","12/21/07","21:41:00",Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,"",Success, Guiana Space Centre, French Guiana, France
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","1/15/08","11:48:00",Zenit-3 SL,Thuraya-3,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","1/21/08","3:45:00",PSLV-CA,TecSAR,Active,"21.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
NASA,"LC-39A, Kennedy Space Center, Florida, USA","2/7/08","19:45:00",Space Shuttle Atlantis,STS-122,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/23/08","8:55:00",H-IIA 202,Kizuna,Active,"90.00",Success,LA-Y1, Tanegashima Space Center, Japan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","3/9/08","4:03:00",Ariane 5 ES,Jules Verne ATV,Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39A, Kennedy Space Center, Florida, USA","3/11/08","6:28:00",Space Shuttle Endeavour,STS-123,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
ULA,"SLC-3E, Vandenberg AFB, California, USA","3/13/08","10:02:00",Atlas V 411,NROL-28,Retired,"115.00",Success, Vandenberg AFB, California, USA
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","3/15/08","6:10:00",Delta II 7925,GPS IIRM-6,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","3/19/08","22:47:00",Zenit-3 SL,DirecTV-11,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","3/27/08","17:16:00",Cosmos-3M (11K65M),SAR-Lupe 4,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","4/14/08","20:12:00",Atlas V 421,ICO G1,Active,"123.00",Success, Cape Canaveral AFS, Florida, USA
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","4/15/08","17:01:00",Pegasus XL,C/NOFS,Active,"40.00",Success, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","4/18/08","22:17:00",Ariane 5 ECA,Star One C2 & Vinasat-1,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-2, Xichang Satellite Launch Center, China","4/25/08","15:35:00",Long March 3C,Tianlian I-01,Retired,"20.14",Success,LC-2, Xichang Satellite Launch Center, China
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","4/28/08","3:53:00",PSLV-CA,Cartosat-2A & Rideshares,Active,"21.00",Success,Second Launch Pad, Satish Dhawan Space Centre, India
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","4/28/08","5:00:00",Zenit-3 SLB,AMOS 3,Retired,"",Partial Failure,Site 45/1, Baikonur Cosmodrome, Kazakhstan
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","5/21/08","9:42:00",Zenit-3 SL,Galaxy 18,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","5/23/08","15:20:00",Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
CASC,"LC-7, Taiyuan Satellite Launch Center, China","5/27/08","3:02:00",Long March 4C,Fengyun-3A,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
NASA,"LC-39A, Kennedy Space Center, Florida, USA","5/31/08","21:02:00",Space Shuttle Discovery,STS-124,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","6/9/08","12:15:00",Long March 3B,ChinaSat 9,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","6/11/08","16:05:00",Delta II 7920H-10C,GLAST,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","6/12/08","22:05:00",Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","6/19/08","6:36:00",Cosmos-3M (11K65M),Orbcomm Satellites,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ULA,"SLC-2W, Vandenberg AFB, California, USA","6/20/08","7:46:00",Delta II 7320-10C,Jason-2,Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","7/7/08","21:47:00",Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","7/16/08","5:20:00",Zenit-3 SL,EchoStar XI,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","7/22/08","2:40:00",Cosmos-3M (11K65M),SAR-Lupe 5,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","8/3/08","3:34:00",Falcon 1,Flight 3,Retired,"7.00",Failure, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","8/14/08","20:44:00",Ariane 5 ECA,Superbird-7 & AMC-21,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","8/17/08","",Safir-1,Unknown Payload,Retired,"",Failure,Imam Khomeini Spaceport, Semnan Space Center, Iran
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","8/29/08","7:15:00",Dnepr,RapidEye 1 to 5,Retired,"29.00",Success,Site 109/95, Baikonur Cosmodrome, Kazakhstan
CASC,"LC-7, Taiyuan Satellite Launch Center, China","9/6/08","3:25:00",Long March 2C/SMA,Huanjing-1A & 1B,Active,"",Success,LC-7, Taiyuan Satellite Launch Center, China
ULA,"SLC-2W, Vandenberg AFB, California, USA","9/6/08","18:50:00",Delta II 7420-10C,GeoEye-1,Retired,"",Success, Vandenberg AFB, California, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","9/24/08","9:27:00",Zenit-3 SL,Galaxy 19,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","9/28/08","13:10:00",Long March 2F/G,Shenzhou 7,Active,"",Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center, China
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","9/28/08","23:15:00",Falcon 1,RatSat,Retired,"7.00",Success, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","10/1/08","6:37:00",Dnepr,THEOS 1,Retired,"29.00",Success,Site 370/13, Yasny Cosmodrome, Russia
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","10/19/08","17:47:00",Pegasus XL,IBEX,Active,"40.00",Success, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","10/22/08","0:52:00",PSLV-XL,Chandrayaan-1,Active,"31.00",Success,Second Launch Pad, Satish Dhawan Space Centre, India
CASC,"LC-9, Taiyuan Satellite Launch Center, China","10/25/08","1:15:00",Long March 4B,Shijian-6E & F,Active,"64.68",Success,LC-9, Taiyuan Satellite Launch Center, China
ULA,"SLC-2W, Vandenberg AFB, California, USA","10/25/08","2:28:00",Delta II 7420-10C,COSMO-3,Retired,"",Success, Vandenberg AFB, California, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","10/29/08","16:53:00",Long March 3B/E,VENESAT 1,Active,"29.15",Success,LC-2, Xichang Satellite Launch Center, China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","11/5/08","0:15:00",Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","11/5/08","0:15:00",Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
NASA,"LC-39A, Kennedy Space Center, Florida, USA","11/15/08","0:55:00",Space Shuttle Endeavour,STS-126,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","12/2/08","4:59:00",Molniya-M /Block 2BL,Cosmos 2446,Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","12/20/08","22:35:00",Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","1/18/09","2:47:00",Delta IV Heavy,NROL-26,Active,"350.00",Success, Cape Canaveral AFS, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","1/23/09","3:54:00",H-IIA 202,"Ibuki, Maido 1 & Others",Active,"90.00",Success,LA-Y1, Tanegashima Space Center, Japan
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","1/30/09","13:30:00",Tsyklon-3,Koronas Foton,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","2/2/09","",Safir-1,Omid,Retired,"",Success,Imam Khomeini Spaceport, Semnan Space Center, Iran
ULA,"SLC-2W, Vandenberg AFB, California, USA","2/6/09","10:22:00",Delta II 7320-10C,NOAA-N Prime,Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","2/12/09","22:09:00",Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,"200.00",Success, Guiana Space Centre, French Guiana, France
Northrop,"SLC-576E, Vandenberg AFB, California, USA","2/24/09","9:55:00",Minotaur C (Taurus),Orbiting Carbon Observatory,Active,"45.00",Failure, Vandenberg AFB, California, USA
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","2/26/09","8:30:00",Zenit-3 SLB,Telstar-11N,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","3/7/09","3:49:00",Delta II 7925-10L,Kepler,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","3/15/09","23:43:00",Space Shuttle Discovery,STS-119,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","3/17/09","14:21:00",Rokot/Briz KM,GOCE,Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","3/24/09","8:34:00",Delta II 7925,GPS IIRM-7,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","4/4/09","0:31:00",Atlas V 421,WGS-2,Active,"123.00",Success, Cape Canaveral AFS, Florida, USA
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea","4/5/09","2:20:00",Unha-2,Kwangmy��ngs��ng-2,Retired,"",Failure,Pad 1, Tonghae Satellite Launching Ground, North Korea
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","4/20/09","1:15:00",PSLV-CA,RISAT-2 & ANUSAT,Active,"21.00",Success,Second Launch Pad, Satish Dhawan Space Centre, India
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","4/20/09","8:15:00",Zenit-3 SL,Sicral-1B,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
ULA,"SLC-2W, Vandenberg AFB, California, USA","5/5/09","20:24:00",Delta II 7920-10C,STSS-ATRR,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","5/11/09","18:01:00",Space Shuttle Atlantis,STS-125,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","5/14/09","13:12:00",Ariane 5 ECA,Herschel Space Observatory & Planck,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","6/18/09","17:32:00",Atlas V 421,LRO/LCROSS,Active,"123.00",Success, Cape Canaveral AFS, Florida, USA
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","6/21/09","21:50:00",Zenit-3 SLB,MEASAT 3a,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","6/27/09","22:51:00","Delta IV Medium+ (4,2)",GOES-O,Retired,"164.00",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","7/1/09","19:52:00",Ariane 5 ECA,TerreStar-1,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","7/6/09","1:26:00",Rokot/Briz KM,Cosmos 2451 to 2453,Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","7/14/09","3:35:00",Falcon 1,RazakSat,Retired,"7.00",Success, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
