"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","2/20/62","14:47:00",Atlas-D Mercury,Friendship 7 (MA-6),Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","2/21/62","18:44:00",Thor DM-21 Agena-B,FTV 2301,Retired,"",Partial Failure, Vandenberg AFB, California, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","2/27/62","19:39:00",Thor DM-21 Agena-B,Discoverer 38,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","3/7/62","16:06:00",Thor DM-19 Delta,OSO-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","3/7/62","22:10:00",Atlas-LV3 Agena-B,Samos 6,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","3/16/62","11:59:00",Cosmos-2I (63S1),Cosmos 1,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","4/6/62","17:15:00",Cosmos-2I (63S1),Cosmos 2,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","4/9/62","15:04:00",Atlas-LV3 Agena-B,Midas 5,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","4/18/62","0:54:00",Thor DM-21 Agena-B,Discoverer 39,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","4/23/62","20:50:00",Atlas-LV3 Agena-B,Ranger 4,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","4/24/62","4:00:00",Cosmos-2I (63S1),Cosmos 3,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/26/62","10:02:00",Vostok,Cosmos 4,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
NASA,"LA-3, Wallops Flight Facility, Virginia, USA","4/26/62","10:49:00",Scout X-2,Solrad 4B,Retired,"",Failure, Wallops Flight Facility, Virginia, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","4/26/62","18:00:00",Thor DM-19 Delta,Ariel 1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","4/26/62","18:56:00",Atlas-LV3 Agena-B,Samos 7,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","4/29/62","0:30:00",Thor DM-21 Agena-B,FTV 1125,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","5/8/62","19:49:00",Atlas-LV3C Centaur-A,AC-1 (Test Vehicle),Retired,"",Failure, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","5/10/62","12:06:00",Thor-DM21 Ablestar,ANNA 1A,Retired,"",Failure, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","5/15/62","19:36:00",Thor DM-21 Agena-B,FTV 1126,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","5/24/62","12:45:00",Atlas-D Mercury,Aurora 7 (MA-7),Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-5, Vandenberg AFB, California, USA","5/24/62","",Scout X-2M,DSAP-1 F1 (Program 35),Retired,"",Failure, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","5/28/62","3:00:00",Cosmos-2I (63S1),Cosmos 5,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","5/30/62","1:00:00",Thor DM-21 Agena-B,FTV 1128,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","6/1/62","9:37:00",Vostok-2,Zenit-2 n†­3,Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","6/2/62","0:31:00",Thor-DM18 Agena-A,FTV 1127 & Oscar 2,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","6/17/62","18:14:00",Atlas-LV3 Agena-B,Samos 8,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","6/18/62","20:20:00",Thor DM-21 Agena-B,FTV 2312,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","6/19/62","12:19:00",Thor DM-19 Delta,TIROS-5,Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","6/23/62","0:30:00",Thor DM-21 Agena-B,FTV 1129,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","6/28/62","1:09:00",Thor DM-21 Agena-D,FTV 1151,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","6/30/62","16:00:00",Cosmos-2I (63S1),Cosmos 6,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","7/10/62","8:35:00",Thor DM-19 Delta,Telstar 1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","7/18/62","20:15:00",Atlas-LV3 Agena-B,Samos 9,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","7/21/62","0:56:00",Thor DM-21 Agena-B,FTV 1130,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","7/22/62","9:21:00",Atlas-LV3 Agena-B,Mariner 1,Retired,"",Failure, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","7/28/62","0:30:00",Thor DM-21 Agena-B,FTV 1131,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","7/28/62","9:18:00",Vostok-2,Cosmos 7,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","8/2/62","0:17:00",Thor DM-21 Agena-D,FTV 1152,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","8/5/62","17:59:00",Atlas-LV3 Agena-B,Samos 10,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","8/11/62","8:30:00",Vostok,Vostok 3,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","8/12/62","8:02:00",Vostok,Vostok 4,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","8/18/62","15:00:00",Cosmos-2I (63S1),Cosmos 8,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
US Air Force,"SLC-5, Vandenberg AFB, California, USA","8/23/62","11:44:00",Scout X-2M,DSAP-1 F2 (Program 35),Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","8/25/62","2:56:00",Molniya,"2MV-1 n†­1 (Venera 2)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","8/27/62","6:53:00",Atlas-LV3 Agena-B,Mariner 2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","8/29/62","1:00:00",Thor DM-21 Agena-D,FTV 1153,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","9/1/62","2:12:00",Molniya,"2MV-1 n†­2 (Venera 2)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","9/1/62","20:39:00",Thor DM-21 Agena-B,FTV 1132,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","9/12/62","0:59:00",Molniya,"2MV-2 n†­1 (Venera 2)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","9/17/62","23:46:00",Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","9/18/62","8:53:00",Thor DM-19 Delta,TIROS-6,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","9/27/62","9:40:00",Vostok-2,Cosmos 9,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","9/29/62","6:05:00",Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","9/29/62","23:34:00",Thor DM-21 Agena-D,FTV 1154,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","10/2/62","22:11:00",Delta A,Explorer 14,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","10/3/62","9:13:00",Atlas-D Mercury,Sigma 7 (MA-8),Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","10/9/62","18:35:00",Thor DM-21 Agena-B,FTV 1134,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","10/17/62","9:00:00",Vostok-2,Cosmos 10,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","10/18/62","16:59:00",Atlas-LV3 Agena-B,Ranger 5,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","10/20/62","4:00:00",Cosmos-2I (63S1),Cosmos 11,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","10/24/62","17:55:00",Molniya,"2MV-4 n†­1 (Mars 1)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","10/25/62","7:00:00",Cosmos-2I (63S1),"1MS #2",Retired,"",Failure,Mayak-2, Kapustin Yar, Russia
US Air Force,"SLC-2W, Vandenberg AFB, California, USA","10/26/62","16:14:00",Thor DM-21 Agena-D,STARAD,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA","10/27/62","23:15:00",Delta A,Explorer 15,Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","10/31/62","8:08:00",Thor-DM21 Ablestar,ANNA 1B,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/1/62","16:14:00",Molniya,Mars 1,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/4/62","15:35:00",Molniya,"2MV-3 n†­1 (Mars 2)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","11/5/62","22:04:00",Thor DM-21 Agena-B,FTV 1136,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","11/11/62","20:17:00",Atlas-LV3 Agena-B,Samos 11,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA","11/24/62","22:01:00",Thor DM-21 Agena-B,FTV 1135,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","12/4/62","21:30:00",Thor DM-21 Agena-D,FTV 1155,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA","12/13/62","4:07:00",Thor DM-21 Agena-D,Injun 3 & Others,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA","12/13/62","23:30:00",Delta B,Relay 1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA","12/14/62","21:26:00",Thor DM-21 Agena-D,FTV 1156,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LA-3, Wallops Flight Facility, Virginia, USA","12/16/62","14:33:00",Scout X-3,Explorer 16 (S-55B),Retired,"",Success, Wallops Flight Facility, Virginia, USA
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","12/17/62","20:36:00",Atlas-LV3 Agena-B,Midas 6,Retired,"",Failure, Vandenberg AFB, California, USA
US Air Force,"SLC-5, Vandenberg AFB, California, USA","12/19/62","1:25:00",Scout X-3,Transit-5A 1,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","12/22/62","9:24:00",Vostok-2,Cosmos 12,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","1/4/63","8:49:00",Molniya,E-6 n†­1 (Luna 4),Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","2/3/63","9:29:00",Molniya,E-6 n†­2 (Luna 4),Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-5, Vandenberg AFB, California, USA","2/19/63","16:33:00",Scout X-3M,DSAP-1 F3 (Program 35),Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","3/21/63","8:30:00",Vostok-2,Cosmos 13,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/2/63","8:04:00",Molniya,Luna 4,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-5, Vandenberg AFB, California, USA","4/5/63","3:01:00",Scout X-3,Transit-5A 2,Retired,"",Failure, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","4/6/63","3:01:00",Cosmos-2I (63S1),DS-P1 #2,Retired,"",Failure,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","4/13/63","11:00:00",Cosmos-2I (63S1),Cosmos 14,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/22/63","8:30:00",Vostok-2,Cosmos 15,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-5, Vandenberg AFB, California, USA","4/26/63","",Scout X-2M,DSAP-1 F4 (Program 35),Retired,"",Failure, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/28/63","8:49:00",Vostok-2,Cosmos 16,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","5/9/63","20:06:00",Atlas-LV3 Agena-B,Midas 7,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-14, Cape Canaveral AFS, Florida, USA","5/15/63","13:04:00",Atlas-D Mercury,Faith 7 (MA-9),Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","5/22/63","3:00:00",Cosmos-2I (63S1),Cosmos 17,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","5/24/63","10:34:00",Vostok-2,Cosmos 18,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","6/1/63","",Cosmos-2I (63S1),DS-MT #1,Retired,"",Failure,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","6/12/63","",Atlas-LV3 Agena-B,Midas 8,Retired,"",Failure, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","6/14/63","11:58:00",Vostok,Vostok 5,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-5, Vandenberg AFB, California, USA","6/16/63","1:49:00",Scout X-3,Transit-5A 3,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","6/16/63","9:29:00",Vostok,Vostok 6,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-5, Vandenberg AFB, California, USA","6/28/63","21:19:00",Scout X-4,CRL-1 (GRS),Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","7/10/63","10:03:00",Vostok-2,Zenit-2 n†­12,Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","7/12/63","20:46:00",Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","7/19/63","3:51:00",Atlas-LV3 Agena-B,Midas 9,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","8/6/63","6:00:00",Cosmos-2I (63S1),Cosmos 19,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","8/22/63","6:00:00",Cosmos-2I (63S1),DS-A1 #3,Retired,"",Failure,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","9/6/63","19:30:00",Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,"",Success, Vandenberg AFB, California, USA
US Air Force,"SLC-5, Vandenberg AFB, California, USA","9/27/63","11:17:00",Scout X-2B,DSAP-1 F5 (Program 35),Retired,"",Failure, Vandenberg AFB, California, USA
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","10/17/63","2:37:00",Atlas-LV3 Agena-D,Vela 1A/1B,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","10/18/63","9:29:00",Vostok-2,Cosmos 20,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","10/24/63","4:30:00",Cosmos-2I (63S1),DS-A1 #4,Retired,"",Failure,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","10/25/63","18:59:00",Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/1/63","8:56:00",Poliot,Poliot-1,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/11/63","6:23:00",Molniya,Cosmos 21,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/16/63","10:34:00",Voskhod,Cosmos 22,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","11/27/63","19:03:00",Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","11/28/63","9:19:00",Vostok-2,Zenit-2 n†­14,Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","12/13/63","14:15:00",Cosmos-2I (63S1),Cosmos 23,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","12/18/63","21:45:00",Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","12/19/63","9:28:00",Vostok-2,Cosmos 24,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
NASA,"SLC-5, Vandenberg AFB, California, USA","12/19/63","18:49:00",Scout X-4,Explorer 19 (AD-A),Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","1/29/64","16:25:00",Saturn I,SA-5,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","1/30/64","9:45:00",Vostok,Elektron 1 & 2,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","1/30/64","15:49:00",Atlas-LV3 Agena-B,Ranger 6,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","2/19/64","5:47:00",Molniya,"3MV-1 n†­2 (Zond 1)",Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","2/25/64","18:59:00",Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","2/27/64","13:26:00",Cosmos-2I (63S1),Cosmos 25,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","3/11/64","20:14:00",Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Mayak-2, Kapustin Yar, Russia","3/18/64","15:07:00",Cosmos-2I (63S1),Cosmos 26,Retired,"",Success,Mayak-2, Kapustin Yar, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","3/21/64","8:15:00",Molniya,E-6 n†­6,Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","3/27/64","3:24:00",Molniya,Cosmos 27,Retired,"",Partial Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/2/64","2:42:00",Molniya,Zond 1,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","4/4/64","9:45:00",Vostok-2,Cosmos 28,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
NASA,"LC-19, Cape Canaveral AFS, Florida, USA","4/8/64","16:01:00",Titan II GLV,Gemini 1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/12/64","9:31:00",Poliot,Poliot-2,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/20/64","8:08:00",Molniya,E-6 n†­5 (Luna 5),Retired,"",Failure,Site 1/5, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","4/23/64","16:19:00",Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","4/25/64","10:21:00",Vostok-2,Cosmos 29,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","5/18/64","9:42:00",Voskhod,Cosmos 30,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
